pl_name,hostname,No.of stars,No.of Planets,No.of Moons,Discovery year,Discovery facility,Discovery Instrument,Orbital Period,Stellar effective Temparature,Stellar radius,Stellar mass,Stellar surface gravity,distance,Gaia Magnitude,releasedate
Kepler-1405 b,Kepler-1405,1,1,0,2016,Kepler,Kepler CCD Array,28.227413,5653.0,1.07,1.0,4.38,1530.3,15.8175,2018-09-25
Kepler-1406 b,Kepler-1406,1,1,0,2016,Kepler,Kepler CCD Array,11.62905828,6060.0,1.09,0.96,4.34,572.403,13.3819,2015-08-25
Kepler-1407 b,Kepler-1407,1,1,0,2016,Kepler,Kepler CCD Array,,5896.0,1.28,,,1396.41,14.8925,2018-09-06
Kepler-1408 b,Kepler-1408,1,1,0,2016,Kepler,Kepler CCD Array,2.99792926,6037.31,1.78,1.12,3.99,535.048,11.9622,2018-09-25
Kepler-1409 b,Kepler-1409,1,1,0,2016,Kepler,Kepler CCD Array,0.76486493,5231.0,0.86,0.81,4.48,694.89,15.172,2014-11-18
Kepler-141 b,Kepler-141,1,2,0,2014,Kepler,Kepler CCD Array,3.10763873,4996.0,0.79,0.84,4.57,301.183,13.4205,2016-05-10
Kepler-141 c,Kepler-141,1,2,0,2014,Kepler,Kepler CCD Array,7.01062745,4173.0,18.94,0.94,1.86,301.183,13.4205,2014-11-21
Kepler-1410 b,Kepler-1410,1,1,0,2016,Kepler,Kepler CCD Array,60.86616955,4031.25,,,,,15.9484,2016-07-28
Kepler-1411 b,Kepler-1411,1,1,0,2016,Kepler,Kepler CCD Array,86.1160885,5761.0,1.05,1.03,4.41,1660.48,15.7709,2018-09-25
Kepler-1412 b,Kepler-1412,1,1,0,2016,Kepler,Kepler CCD Array,3.6146051,6042.0,0.9,0.86,4.47,755.678,13.1928,2015-08-25
Kepler-1413 b,Kepler-1413,1,1,0,2016,Kepler,Kepler CCD Array,13.1829329,5085.0,0.82,0.85,4.54,1167.49,16.2846,2018-09-25
Kepler-1414 b,Kepler-1414,1,1,0,2016,Kepler,Kepler CCD Array,,5080.0,0.8,,,570.835,14.8607,2018-09-06
Kepler-1415 b,Kepler-1415,1,1,0,2016,Kepler,Kepler CCD Array,0.63642485,5343.0,0.89,0.99,4.54,1043.56,15.7209,2017-05-08
Kepler-1416 b,Kepler-1416,1,1,0,2016,Kepler,Kepler CCD Array,,5634.0,1.39,,,949.59,14.226,2018-09-06
Kepler-1417 b,Kepler-1417,1,1,0,2016,Kepler,Kepler CCD Array,20.3504704,5750.42,1.59,1.03,4.05,991.845,13.8576,2018-09-25
Kepler-1418 b,Kepler-1418,1,1,0,2016,Kepler,Kepler CCD Array,22.4764425,4560.0,0.57,0.59,4.7,,15.2813,2014-11-21
Kepler-1419 b,Kepler-1419,1,1,0,2016,Kepler,Kepler CCD Array,42.5215895,5911.0,0.91,1.01,4.52,1498.58,15.7181,2015-08-25
Kepler-142 b,Kepler-142,1,3,0,2014,Kepler,Kepler CCD Array,2.02414559,5726.0,1.24,0.93,4.22,548.686,13.197,2014-11-18
Kepler-142 c,Kepler-142,1,3,0,2014,Kepler,Kepler CCD Array,4.76170526,5726.0,1.24,0.93,4.22,548.686,13.197,2015-08-25
Kepler-142 d,Kepler-142,1,3,0,2014,Kepler,Kepler CCD Array,41.8100441,5812.0,1.12,1.04,4.36,548.686,13.197,2016-07-28
Kepler-1420 b,Kepler-1420,1,1,0,2016,Kepler,Kepler CCD Array,6.69960006,5280.0,0.79,0.89,4.59,1054.37,15.8488,2014-11-18
Kepler-1421 b,Kepler-1421,1,1,0,2016,Kepler,Kepler CCD Array,6.9131112,6335.0,1.42,1.25,4.23,783.401,12.7261,2016-05-10
Kepler-1422 b,Kepler-1422,1,1,0,2016,Kepler,Kepler CCD Array,18.6051942,6616.0,1.3,1.31,4.33,2465.84,15.6194,2014-11-21
Kepler-1423 b,Kepler-1423,1,1,0,2016,Kepler,Kepler CCD Array,23.9553986,5011.0,1.78,0.93,3.9,,14.5581,2017-05-08
Kepler-1424 b,Kepler-1424,1,1,0,2016,Kepler,Kepler CCD Array,29.6099055,5812.0,1.12,0.98,4.33,661.421,13.5925,2017-05-08
Kepler-1425 b,Kepler-1425,1,1,0,2016,Kepler,Kepler CCD Array,14.45414,5642.0,0.93,0.89,4.45,863.873,13.5629,2013-10-28
Kepler-1426 b,Kepler-1426,1,1,0,2016,Kepler,Kepler CCD Array,14.2561924,,,,,1697.81,15.1663,2019-04-18
Kepler-1427 b,Kepler-1427,1,1,0,2016,Kepler,Kepler CCD Array,0.96898078,5535.81,,,,,15.4816,2018-09-25
Kepler-1428 b,Kepler-1428,1,1,0,2016,Kepler,Kepler CCD Array,10.6761592,6460.0,1.43,1.39,4.27,1530.32,13.5234,2017-05-08
Kepler-1429 b,Kepler-1429,1,1,0,2016,Kepler,Kepler CCD Array,4.484904,6200.0,1.03,1.1,4.45,1214.09,14.8316,2013-10-28
Kepler-143 b,Kepler-143,1,2,0,2014,Kepler,Kepler CCD Array,16.00754,6002.0,1.06,1.01,4.39,809.467,13.7057,2013-10-28
Kepler-143 c,Kepler-143,1,2,0,2014,Kepler,Kepler CCD Array,,5802.0,1.34,,,809.467,13.7057,2018-09-06
Kepler-1430 b,Kepler-1430,1,1,0,2016,Kepler,Kepler CCD Array,2.46050993,4796.0,0.72,0.77,4.62,875.523,15.2824,2016-05-10
Kepler-1431 b,Kepler-1431,1,1,0,2016,Kepler,Kepler CCD Array,5.86601526,6020.0,1.04,1.05,4.43,1623.24,15.2711,2014-11-18
Kepler-1432 b,Kepler-1432,1,1,0,2016,Kepler,Kepler CCD Array,23.9109011,6313.0,1.12,1.08,4.37,2171.87,15.3702,2015-08-25
Kepler-1433 b,Kepler-1433,1,1,0,2016,Kepler,Kepler CCD Array,,5885.0,3.34,,,,,2018-09-06
Kepler-1434 b,Kepler-1434,1,1,0,2016,Kepler,Kepler CCD Array,8.05333618,6350.0,1.44,1.06,4.15,775.529,12.0421,2014-11-21
Kepler-1435 b,Kepler-1435,1,1,0,2016,Kepler,Kepler CCD Array,4.45342368,6360.19,1.41,1.26,4.24,704.211,12.8692,2019-04-18
Kepler-1436 b,Kepler-1436,1,1,0,2016,Kepler,Kepler CCD Array,9.705693,5808.0,1.39,1.06,4.18,2530.62,14.9099,2017-05-08
Kepler-1437 b,Kepler-1437,1,1,0,2016,Kepler,Kepler CCD Array,10.9295461,5557.0,0.9,0.93,4.51,2101.69,15.6607,2016-05-10
Kepler-1438 b,Kepler-1438,1,1,0,2016,Kepler,Kepler CCD Array,2.31941571,5624.0,1.25,1.02,4.26,1154.13,14.861,2017-05-08
Kepler-1439 b,Kepler-1439,1,1,0,2016,Kepler,Kepler CCD Array,8.07392849,3578.0,0.43,0.46,4.83,225.393,16.0979,2016-05-10
Kepler-144 b,Kepler-144,1,2,0,2014,Kepler,Kepler CCD Array,5.885,6157.0,1.49,1.13,4.14,384.917,11.9438,2014-11-19
Kepler-144 c,Kepler-144,1,2,0,2014,Kepler,Kepler CCD Array,10.10463505,6363.0,1.01,1.06,4.46,384.917,11.9438,2014-11-21
Kepler-1440 b,Kepler-1440,1,1,0,2016,Kepler,Kepler CCD Array,39.85925,5900.0,1.08,0.97,4.35,1115.35,14.1018,2013-10-28
Kepler-1441 b,Kepler-1441,1,1,0,2016,Kepler,Kepler CCD Array,39.4419839,5749.0,0.83,0.91,4.56,1110.48,14.2567,2015-08-25
Kepler-1442 b,Kepler-1442,1,1,0,2016,Kepler,Kepler CCD Array,81.4162941,6394.0,1.44,1.34,4.25,608.68,12.0303,2016-05-10
Kepler-1443 b,Kepler-1443,1,1,0,2016,Kepler,Kepler CCD Array,2.41810158,6347.0,1.58,1.26,4.14,593.646,12.212,2018-09-25
Kepler-1444 b,Kepler-1444,1,1,0,2016,Kepler,Kepler CCD Array,33.42035034,5810.0,1.05,1.03,4.4,319.675,12.2578,2016-05-10
Kepler-1445 b,Kepler-1445,1,1,0,2016,Kepler,Kepler CCD Array,10.60052083,6035.0,1.3,1.01,4.21,506.357,12.4184,2017-05-08
Kepler-1446 b,Kepler-1446,1,1,0,2016,Kepler,Kepler CCD Array,0.68996783,4854.0,1.75,0.97,3.94,152.075,12.4086,2014-11-21
Kepler-1447 b,Kepler-1447,1,1,0,2016,Kepler,Kepler CCD Array,56.67466525,5634.0,1.0,1.0,4.44,890.296,14.6643,2016-07-28
Kepler-1448 b,Kepler-1448,1,1,0,2016,Kepler,Kepler CCD Array,12.27065865,6075.0,0.97,1.05,4.49,768.903,14.3796,2015-08-25
Kepler-1449 b,Kepler-1449,1,1,0,2016,Kepler,Kepler CCD Array,13.22742265,5821.0,1.77,1.05,3.97,2006.48,15.0306,2019-04-18
Kepler-145 b,Kepler-145,1,2,0,2013,Kepler,Kepler CCD Array,22.95068896,6144.0,1.85,1.32,4.02,566.85,11.8746,2015-08-25
Kepler-145 c,Kepler-145,1,2,0,2013,Kepler,Kepler CCD Array,42.88233549,6080.6,2.0,1.14,3.89,566.85,11.8746,2016-07-28
Kepler-1450 b,Kepler-1450,1,1,0,2016,Kepler,Kepler CCD Array,54.5094166,4405.0,0.61,0.61,4.66,505.829,15.4892,2014-11-18
Kepler-1451 b,Kepler-1451,1,1,0,2016,Kepler,Kepler CCD Array,35.622233,5796.0,0.87,0.97,4.54,1058.72,15.2999,2015-08-25
Kepler-1452 b,Kepler-1452,1,1,0,2016,Kepler,Kepler CCD Array,42.9136635,6049.0,2.48,1.42,3.8,996.32,13.0714,2017-05-08
Kepler-1453 b,Kepler-1453,1,1,0,2016,Kepler,Kepler CCD Array,47.1611696,5936.0,0.96,1.07,4.5,1196.04,15.5278,2014-11-18
Kepler-1454 b,Kepler-1454,1,1,0,2016,Kepler,Kepler CCD Array,,5353.0,0.86,,,780.566,14.8994,2018-09-06
Kepler-1455 b,Kepler-1455,1,1,0,2016,Kepler,Kepler CCD Array,49.27676,3919.0,0.58,0.57,4.67,357.621,15.8657,2019-04-18
Kepler-1456 b,Kepler-1456,1,1,0,2016,Kepler,Kepler CCD Array,18.1373829,4231.0,0.62,0.64,4.67,370.312,15.445,2016-05-10
Kepler-1457 b,Kepler-1457,1,1,0,2016,Kepler,Kepler CCD Array,51.11086573,5841.0,1.25,1.05,4.26,889.885,14.0283,2016-07-28
Kepler-1458 b,Kepler-1458,1,1,0,2016,Kepler,Kepler CCD Array,47.9872764,5641.0,0.98,0.9,4.41,544.45,14.1996,2015-08-25
Kepler-1459 b,Kepler-1459,1,1,0,2016,Kepler,Kepler CCD Array,62.8691611,4947.0,0.87,0.82,4.48,455.479,14.5519,2014-11-21
Kepler-146 b,Kepler-146,1,2,0,2014,Kepler,Kepler CCD Array,31.15879091,5916.53,1.13,1.08,4.37,716.797,13.8031,2016-07-28
Kepler-146 c,Kepler-146,1,2,0,2014,Kepler,Kepler CCD Array,76.7325168,6197.0,1.06,0.99,4.38,716.797,13.8031,2014-11-21
Kepler-1460 b,Kepler-1460,1,1,0,2016,Kepler,Kepler CCD Array,29.9633247,4463.0,0.64,0.62,4.62,553.218,15.9191,2015-08-25
Kepler-1461 b,Kepler-1461,1,1,0,2016,Kepler,Kepler CCD Array,29.34947388,4821.0,0.68,0.78,4.66,679.106,15.6949,2019-04-18
Kepler-1462 b,Kepler-1462,1,1,0,2016,Kepler,Kepler CCD Array,65.6491001,5397.0,0.8,0.94,4.61,1017.82,15.8562,2018-09-25
Kepler-1463 b,Kepler-1463,1,1,0,2016,Kepler,Kepler CCD Array,25.15864,5679.0,0.95,0.96,4.47,1687.47,15.7236,2016-05-10
Kepler-1464 b,Kepler-1464,1,2,0,2016,Kepler,Kepler CCD Array,31.7787564,5654.0,1.71,1.0,3.97,1151.73,14.1296,2018-09-25
Kepler-1464 c,Kepler-1464,1,2,0,2016,Kepler,Kepler CCD Array,5.32784157,5654.0,1.71,1.0,3.97,1151.73,14.1296,2018-09-25
Kepler-1465 b,Kepler-1465,1,1,0,2016,Kepler,Kepler CCD Array,31.8277111,4702.0,0.69,0.67,4.59,359.497,14.42,2014-11-21
Kepler-1466 b,Kepler-1466,1,1,0,2016,Kepler,Kepler CCD Array,31.1748311,6086.0,0.92,1.0,4.51,631.949,13.8694,2017-05-08
Kepler-1467 b,Kepler-1467,1,1,0,2016,Kepler,Kepler CCD Array,,5290.0,0.8,,,852.888,15.5207,2018-09-06
Kepler-1468 b,Kepler-1468,1,3,0,2016,Kepler,Kepler CCD Array,8.23984869,5893.0,1.05,1.04,4.42,1899.24,14.9515,2016-05-10
Kepler-1468 c,Kepler-1468,1,3,0,2016,Kepler,Kepler CCD Array,3.54553021,5973.0,0.98,1.02,4.47,1899.24,14.9515,2014-11-18
Kepler-1468 d,Kepler-1468,1,3,0,2021,Kepler,Kepler CCD Array,19.5906167,5973.0,0.98,1.02,4.47,1899.24,14.9515,2015-08-25
Kepler-1469 b,Kepler-1469,1,1,0,2016,Kepler,Kepler CCD Array,,5399.0,0.84,,,1159.3,15.9891,2018-09-06
Kepler-147 b,Kepler-147,1,2,0,2014,Kepler,Kepler CCD Array,12.6109708,6010.0,1.26,1.1,4.28,1042.02,13.9151,2015-08-25
Kepler-147 c,Kepler-147,1,2,0,2014,Kepler,Kepler CCD Array,33.416423,6012.0,1.47,,4.18,1042.02,13.9151,2014-05-14
Kepler-1470 b,Kepler-1470,1,1,0,2016,Kepler,Kepler CCD Array,16.29501586,4882.0,0.8,0.8,4.54,590.601,15.0436,2019-04-18
Kepler-1471 b,Kepler-1471,1,2,0,2016,Kepler,Kepler CCD Array,3.63899398,5881.0,0.85,0.79,4.48,978.678,15.246,2015-08-25
Kepler-1471 c,Kepler-1471,1,2,0,2023,Kepler,Kepler CCD Array,11.6044694,5881.0,0.85,0.79,4.48,978.678,15.246,2014-11-18
Kepler-1472 b,Kepler-1472,1,1,0,2016,Kepler,Kepler CCD Array,38.1303324,6370.0,1.11,1.15,4.41,1479.14,14.5898,2017-05-08
